Dataset,Features,Model,BalAcc,Sens,Spec,f1,AUC,Acc,Prec,Classifier,Hyperparams
Single-Model,All Features,Random Forest,0.65,0.33,0.97,0.43,0.88,0.89,0.61,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 200, 'random_state': 42}"
Single-Model,All Features,Decision Tree,0.65,0.33,0.96,0.42,0.83,0.88,0.61,DecisionTreeClassifier,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.65,0.33,0.96,0.42,0.87,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'n_estimators': 100, 'random_state': 42}"
Single-Model,All Features,SVM,0.65,0.32,0.99,0.45,0.9,0.9,0.79,SVC,"{'C': 0.7, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.65,0.32,0.97,0.43,0.88,0.89,0.64,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'n_estimators': 200, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.65,0.32,0.97,0.42,0.87,0.89,0.62,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 15, 'n_estimators': 50, 'random_state': 42}"
Single-Model,All Features,Neural Networks,0.65,0.31,0.98,0.36,0.75,0.89,0.43,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Random Forest,0.64,0.33,0.96,0.42,0.86,0.88,0.57,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 50, 'n_estimators': 75, 'random_state': 42}"
Single-Model,All Features,k-NN,0.64,0.32,0.97,0.4,0.74,0.88,0.58,KNeighborsClassifier,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}"
Single-Model,All Features,Random Forest,0.64,0.32,0.97,0.41,0.86,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'n_estimators': 75, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.32,0.97,0.41,0.86,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 50, 'n_estimators': 75, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.32,0.97,0.41,0.86,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'n_estimators': 50, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.32,0.97,0.41,0.86,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 50, 'n_estimators': 50, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.32,0.97,0.41,0.87,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 50, 'n_estimators': 100, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.32,0.97,0.41,0.87,0.88,0.59,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 25, 'n_estimators': 75, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.32,0.96,0.41,0.86,0.88,0.57,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'n_estimators': 75, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.41,0.87,0.88,0.59,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.41,0.87,0.89,0.62,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.4,0.86,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'n_estimators': 50, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.4,0.87,0.88,0.6,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'n_estimators': 100, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.41,0.87,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'n_estimators': 200, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.4,0.86,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 50, 'n_estimators': 50, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.4,0.87,0.88,0.6,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 50, 'n_estimators': 100, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.41,0.87,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 50, 'n_estimators': 200, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.41,0.87,0.88,0.6,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'n_estimators': 200, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.41,0.87,0.88,0.6,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 50, 'n_estimators': 200, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.41,0.87,0.89,0.62,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.41,0.87,0.88,0.6,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 25, 'n_estimators': 50, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.4,0.87,0.88,0.6,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 25, 'n_estimators': 100, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.4,0.87,0.88,0.6,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 25, 'n_estimators': 200, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.41,0.87,0.88,0.6,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 50, 'n_estimators': 50, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.4,0.87,0.88,0.58,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 50, 'n_estimators': 75, 'random_state': 42}"
Single-Model,All Features,Random Forest,0.64,0.31,0.97,0.4,0.87,0.88,0.6,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 50, 'n_estimators': 200, 'random_state': 42}"
Single-Model,All Features,Neural Networks,0.64,0.31,0.97,0.37,0.83,0.89,0.56,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,SVM,0.64,0.3,0.99,0.43,0.91,0.9,0.8,SVC,"{'C': 0.5, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True, 'random_state': 42}"
Single-Model,All Features,k-NN,0.64,0.3,0.98,0.41,0.78,0.89,0.71,KNeighborsClassifier,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}"
Single-Model,All Features,Random Forest,0.64,0.3,0.97,0.4,0.88,0.88,0.62,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'n_estimators': 200, 'random_state': 42}"
Single-Model,All Features,SVM,0.64,0.29,0.99,0.43,0.91,0.9,0.81,SVC,"{'C': 1, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf', 'probability': True, 'random_state': 42}"
Single-Model,All Features,Neural Networks,0.63,0.49,0.77,0.36,0.82,0.73,0.39,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.63,0.31,0.96,0.38,0.74,0.87,0.51,KNeighborsClassifier,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.63,0.3,0.97,0.4,0.78,0.89,0.62,KNeighborsClassifier,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}"
Single-Model,All Features,Random Forest,0.63,0.3,0.97,0.4,0.87,0.88,0.59,RandomForestClassifier,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 50, 'n_estimators': 100, 'random_state': 42}"
Single-Model,All Features,Neural Networks,0.63,0.3,0.97,0.32,0.8,0.88,0.34,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.63,0.3,0.96,0.38,0.73,0.88,0.53,KNeighborsClassifier,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}"
Single-Model,All Features,Neural Networks,0.63,0.3,0.96,0.31,0.72,0.87,0.31,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.63,0.29,0.98,0.4,0.77,0.89,0.7,KNeighborsClassifier,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.63,0.29,0.98,0.4,0.76,0.89,0.64,KNeighborsClassifier,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.63,0.29,0.97,0.38,0.74,0.88,0.55,KNeighborsClassifier,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'}"
Single-Model,All Features,Naïve Bayes,0.63,0.28,0.98,0.39,0.87,0.89,0.66,ComplementNB,"{'alpha': 0.1, 'norm': True}"
Single-Model,All Features,Naïve Bayes,0.63,0.28,0.98,0.39,0.87,0.89,0.66,ComplementNB,"{'alpha': 0.5, 'norm': True}"
Single-Model,All Features,Decision Tree,0.63,0.28,0.98,0.38,0.8,0.89,0.68,DecisionTreeClassifier,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'random_state': 42}"
Single-Model,All Features,Neural Networks,0.62,0.28,0.97,0.3,0.82,0.88,0.33,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.62,0.27,0.98,0.38,0.81,0.89,0.68,KNeighborsClassifier,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}"
Single-Model,All Features,Neural Networks,0.62,0.27,0.98,0.29,0.86,0.88,0.4,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.62,0.27,0.97,0.3,0.76,0.88,0.35,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Naïve Bayes,0.62,0.26,0.98,0.37,0.87,0.89,0.65,ComplementNB,"{'alpha': 1.0, 'norm': True}"
Single-Model,All Features,Neural Networks,0.62,0.26,0.97,0.3,0.81,0.88,0.38,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.62,0.26,0.97,0.3,0.81,0.88,0.38,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,k-NN,0.62,0.25,0.99,0.37,0.81,0.89,0.73,KNeighborsClassifier,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'}"
Single-Model,All Features,Naïve Bayes,0.62,0.25,0.98,0.36,0.86,0.89,0.66,ComplementNB,"{'alpha': 1.5, 'norm': True}"
Single-Model,All Features,Neural Networks,0.61,0.26,0.97,0.28,0.9,0.88,0.39,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.61,0.26,0.97,0.28,0.9,0.88,0.39,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.61,0.26,0.96,0.28,0.71,0.87,0.31,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Naïve Bayes,0.61,0.24,0.98,0.35,0.86,0.89,0.69,ComplementNB,"{'alpha': 2.0, 'norm': True}"
Single-Model,All Features,Neural Networks,0.61,0.24,0.98,0.28,0.83,0.88,0.37,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Naïve Bayes,0.61,0.23,0.99,0.34,0.86,0.89,0.7,ComplementNB,"{'alpha': 3.0, 'norm': True}"
Single-Model,All Features,Naïve Bayes,0.61,0.23,0.98,0.34,0.86,0.89,0.69,ComplementNB,"{'alpha': 2.5, 'norm': True}"
Single-Model,All Features,Neural Networks,0.6,0.24,0.97,0.27,0.82,0.87,0.31,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Naïve Bayes,0.6,0.22,0.99,0.33,0.86,0.89,0.7,ComplementNB,"{'alpha': 3.5, 'norm': True}"
Single-Model,All Features,Naïve Bayes,0.6,0.22,0.99,0.33,0.86,0.89,0.7,ComplementNB,"{'alpha': 4.0, 'norm': True}"
Single-Model,All Features,k-NN,0.6,0.22,0.99,0.34,0.83,0.89,0.7,KNeighborsClassifier,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}"
Single-Model,All Features,Neural Networks,0.6,0.22,0.98,0.27,0.81,0.88,0.45,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.6,0.22,0.98,0.25,0.74,0.89,0.28,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.6,0.22,0.97,0.22,0.66,0.88,0.24,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.6,0.22,0.97,0.22,0.66,0.88,0.24,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,SVM,0.6,0.21,0.99,0.33,0.9,0.89,0.81,SVC,"{'C': 0.3, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True, 'random_state': 42}"
Single-Model,All Features,k-NN,0.6,0.21,0.99,0.33,0.81,0.89,0.73,KNeighborsClassifier,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.6,0.21,0.99,0.33,0.83,0.89,0.79,KNeighborsClassifier,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'uniform'}"
Single-Model,All Features,Neural Networks,0.6,0.2,0.99,0.27,0.74,0.89,0.43,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 1, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 1, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 1, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 1, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 1, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 1, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 1, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.96,0.23,0.27,0.59,0.32,0.15,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.27,0.92,0.29,0.68,0.83,0.33,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.27,0.92,0.29,0.68,0.83,0.33,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.27,0.92,0.29,0.68,0.83,0.33,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.59,0.26,0.92,0.29,0.69,0.84,0.34,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.26,0.92,0.29,0.69,0.84,0.34,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.59,0.26,0.92,0.29,0.69,0.84,0.34,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,SVM,0.59,0.2,0.99,0.31,0.91,0.89,0.8,SVC,"{'C': 0.7, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf', 'probability': True, 'random_state': 42}"
Single-Model,All Features,k-NN,0.59,0.2,0.99,0.31,0.81,0.89,0.77,KNeighborsClassifier,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'}"
Single-Model,All Features,Neural Networks,0.59,0.2,0.99,0.24,0.66,0.89,0.3,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.59,0.2,0.99,0.24,0.66,0.89,0.3,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,k-NN,0.58,0.26,0.91,0.27,0.68,0.82,0.29,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.58,0.26,0.91,0.27,0.68,0.82,0.29,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.58,0.26,0.91,0.27,0.68,0.82,0.29,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.58,0.26,0.9,0.27,0.68,0.82,0.28,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.58,0.26,0.9,0.27,0.68,0.82,0.28,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.58,0.26,0.9,0.27,0.68,0.82,0.28,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,Neural Networks,0.58,0.24,0.92,0.16,0.64,0.84,0.2,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.58,0.2,0.96,0.17,0.9,0.86,0.21,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.58,0.2,0.96,0.17,0.9,0.86,0.21,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.58,0.18,0.99,0.25,0.74,0.88,0.47,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.58,0.18,0.99,0.25,0.74,0.88,0.47,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
